#note	type	output type	input types	op id	flags	width in	width out	code	tags	rating	code_custom[0]	code_custom[1]...
arithetic_std	instruction	uint8_t	uint8_t,uint8_t	MUL_uint8_t		1	1	$$arg1 * $$arg2	C,universal	10		
sse_arithetic_std	instruction	uint8_t	uint8_t,uint8_t	MUL_uint8_t		2	2	_mm_mul_epu32($$arg1,$$arg2)	sse	10		
logical	instruction	bool	bool,bool	NE_bool		1	1	$$arg1 != $$arg2	C,universal	10		
sse_logical	instruction	bool	bool,bool	NE_bool		2	2	$$arg1 ^ $$arg2	C,universal	5		
sse_logical	instruction	bool	bool,bool	NE_bool		4	4	$$arg1 ^ $$arg2	C,universal	5		
sse_logical	instruction	bool	bool,bool	NE_bool		8	8	$$arg1 ^ $$arg2	C,universal	5		
sse_logical	instruction	bool	bool,bool	NE_bool		16	16	$$arg1 ^ $$arg2	C,universal	5		
sse_logical	instruction	bool	bool,bool	NE_bool		32	32	$$arg1 ^ $$arg2	C,universal	5		
sse_logical	instruction	bool	bool,bool	NE_bool		64	64	_mm_xor_si128($$arg1,$$arg2)	sse,universal	5		
sse_logical	instruction	bool	bool,bool	NE_bool		128	128	_mm_xor_si128($$arg1,$$arg2)	sse,universal	5		
relational	instruction	ssebool	double,double	NE_double		1	1	0xFF*($$arg1 != $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	double,double	NE_double		2	2	(__m128i)_mm_cmpneq_pd($$arg1,$$arg2)	sse,universal	10		
relational	instruction	ssebool	float,float	NE_float		1	1	0xFF*($$arg1 != $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	float,float	NE_float		4	4	(__m128i)_mm_cmpneq_ps($$arg1,$$arg2)	sse,universal	10		
sse_relational	instruction	ssebool	float,float	NE_float		2	2	(__m128i)_mm_cmpneq_ps($$arg1,$$arg2)	sse,universal	10		
relational	instruction	ssebool	int16_t,int16_t	NE_int16_t		1	1	0xFF*($$arg1 != $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	int16_t,int16_t	NE_int16_t		8	8	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_cmpeq_epi16($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	int16_t,int16_t	NE_int16_t		4	4	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_cmpeq_epi16($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	int16_t,int16_t	NE_int16_t		2	2	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_cmpeq_epi16($$arg1,$$arg2))	sse	10		
relational	instruction	ssebool	int32_t,int32_t	NE_int32_t		1	1	0xFF*($$arg1 != $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	int32_t,int32_t	NE_int32_t		4	4	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_cmpeq_epi32($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	int32_t,int32_t	NE_int32_t		2	2	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_cmpeq_epi32($$arg1,$$arg2))	sse	10		
relational	instruction	ssebool	int64_t,int64_t	NE_int64_t		1	1	0xFF*($$arg1 != $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	int64_t,int64_t	NE_int64_t		2	2	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_cmpeq_epi64($$arg1,$$arg2))	sse	10		
relational	instruction	ssebool	int8_t,int8_t	NE_int8_t		1	1	0xFF*($$arg1 != $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	int8_t,int8_t	NE_int8_t		16	16	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_cmpeq_epi8($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	int8_t,int8_t	NE_int8_t		8	8	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_cmpeq_epi8($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	int8_t,int8_t	NE_int8_t		4	4	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_cmpeq_epi8($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	int8_t,int8_t	NE_int8_t		2	2	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_cmpeq_epi8($$arg1,$$arg2))	sse	10		
logical	instruction	ssebool	ssebool,ssebool	NE_ssebool		1	1	0xFF*($$arg1 != $$arg2)	C,universal	10		
sse_logical	instruction	ssebool	ssebool,ssebool	NE_ssebool		2	2	_mm_xor_si128($$arg1,$$arg2)	sse,universal	5		
sse_logical	instruction	ssebool	ssebool,ssebool	NE_ssebool		4	4	_mm_xor_si128($$arg1,$$arg2)	sse,universal	5		
sse_logical	instruction	ssebool	ssebool,ssebool	NE_ssebool		8	8	_mm_xor_si128($$arg1,$$arg2)	sse,universal	5		
sse_logical	instruction	ssebool	ssebool,ssebool	NE_ssebool		16	16	_mm_xor_si128($$arg1,$$arg2)	sse,universal	5		
relational	instruction	ssebool	uint16_t,uint16_t	NE_uint16_t		1	1	0xFF*($$arg1 != $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	uint16_t,uint16_t	NE_uint16_t		8	8	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_cmpeq_epi16($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	uint16_t,uint16_t	NE_uint16_t		4	4	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_cmpeq_epi16($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	uint16_t,uint16_t	NE_uint16_t		2	2	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_cmpeq_epi16($$arg1,$$arg2))	sse	10		
relational	instruction	ssebool	uint32_t,uint32_t	NE_uint32_t		1	1	0xFF*($$arg1 != $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	uint32_t,uint32_t	NE_uint32_t		4	4	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_cmpeq_epi32($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	uint32_t,uint32_t	NE_uint32_t		2	2	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_cmpeq_epi32($$arg1,$$arg2))	sse	10		
relational	instruction	ssebool	uint64_t,uint64_t	NE_uint64_t		1	1	0xFF*($$arg1 != $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	uint64_t,uint64_t	NE_uint64_t		2	2	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_cmpeq_epi64($$arg1,$$arg2))	sse	10		
relational	instruction	ssebool	uint8_t,uint8_t	NE_uint8_t		1	1	0xFF*($$arg1 != $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	NE_uint8_t		16	16	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_cmpeq_epi8($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	NE_uint8_t		8	8	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_cmpeq_epi8($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	NE_uint8_t		4	4	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_cmpeq_epi8($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	NE_uint8_t		2	2	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_cmpeq_epi8($$arg1,$$arg2))	sse	10		
logical	instruction	bool	bool	NOT_bool		1	1	! $$arg1	C,universal	10		
sse_logical	instruction	bool	bool	NOT_bool		2	2	~$$arg1	C,universal	5		
sse_logical	instruction	bool	bool	NOT_bool		4	4	~$$arg1	C,universal	5		
sse_logical	instruction	bool	bool	NOT_bool		8	8	~$$arg1	C,universal	5		
sse_logical	instruction	bool	bool	NOT_bool		16	16	~$$arg1	C,universal	5		
sse_logical	instruction	bool	bool	NOT_bool		32	32	~$$arg1	C,universal	5		
sse_logical	instruction	bool	bool	NOT_bool		64	64	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
sse_logical	instruction	bool	bool	NOT_bool		128	128	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
arithmetic_bin	instruction	int16_t	int16_t	NOT_int16_t		1	1	~ $$arg1	C,universal	10		
sse_arithmetic_bin	instruction	int16_t	int16_t	NOT_int16_t		8	8	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
sse_arithmetic_bin	instruction	int16_t	int16_t	NOT_int16_t		4	4	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
sse_arithmetic_bin	instruction	int16_t	int16_t	NOT_int16_t		2	2	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
arithmetic_bin	instruction	int32_t	int32_t	NOT_int32_t		1	1	~ $$arg1	C,universal	10		
sse_arithmetic_bin	instruction	int32_t	int32_t	NOT_int32_t		4	4	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
sse_arithmetic_bin	instruction	int32_t	int32_t	NOT_int32_t		2	2	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
arithmetic_bin	instruction	int64_t	int64_t	NOT_int64_t		1	1	~ $$arg1	C,universal	10		
sse_arithmetic_bin	instruction	int64_t	int64_t	NOT_int64_t		2	2	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
arithmetic_bin	instruction	int8_t	int8_t	NOT_int8_t		1	1	~ $$arg1	C,universal	10		
sse_arithmetic_bin	instruction	int8_t	int8_t	NOT_int8_t		16	16	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
sse_arithmetic_bin	instruction	int8_t	int8_t	NOT_int8_t		8	8	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
sse_arithmetic_bin	instruction	int8_t	int8_t	NOT_int8_t		4	4	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
sse_arithmetic_bin	instruction	int8_t	int8_t	NOT_int8_t		2	2	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
logical	instruction	ssebool	ssebool	NOT_ssebool		1	1	~ $$arg1	C,universal	10		
sse_logical	instruction	ssebool	ssebool	NOT_ssebool		2	2	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
sse_logical	instruction	ssebool	ssebool	NOT_ssebool		4	4	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
sse_logical	instruction	ssebool	ssebool	NOT_ssebool		8	8	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
sse_logical	instruction	ssebool	ssebool	NOT_ssebool		16	16	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
arithmetic_bin	instruction	uint16_t	uint16_t	NOT_uint16_t		1	1	~ $$arg1	C,universal	10		
sse_arithmetic_bin	instruction	uint16_t	uint16_t	NOT_uint16_t		8	8	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
sse_arithmetic_bin	instruction	uint16_t	uint16_t	NOT_uint16_t		4	4	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
sse_arithmetic_bin	instruction	uint16_t	uint16_t	NOT_uint16_t		2	2	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
arithmetic_bin	instruction	uint32_t	uint32_t	NOT_uint32_t		1	1	~ $$arg1	C,universal	10		
sse_arithmetic_bin	instruction	uint32_t	uint32_t	NOT_uint32_t		4	4	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
sse_arithmetic_bin	instruction	uint32_t	uint32_t	NOT_uint32_t		2	2	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
arithmetic_bin	instruction	uint64_t	uint64_t	NOT_uint64_t		1	1	~ $$arg1	C,universal	10		
sse_arithmetic_bin	instruction	uint64_t	uint64_t	NOT_uint64_t		2	2	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
arithmetic_bin	instruction	uint8_t	uint8_t	NOT_uint8_t		1	1	~ $$arg1	C,universal	10		
sse_arithmetic_bin	instruction	uint8_t	uint8_t	NOT_uint8_t		16	16	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
sse_arithmetic_bin	instruction	uint8_t	uint8_t	NOT_uint8_t		8	8	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
sse_arithmetic_bin	instruction	uint8_t	uint8_t	NOT_uint8_t		4	4	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
sse_arithmetic_bin	instruction	uint8_t	uint8_t	NOT_uint8_t		2	2	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
logical	instruction	bool	bool,bool	OR_bool		1	1	$$arg1 || $$arg2	C,universal	10		
sse_logical	instruction	bool	bool,bool	OR_bool		1	1	$$arg1 | $$arg2	C,universal	5		
sse_logical	instruction	bool	bool,bool	OR_bool		2	2	$$arg1 | $$arg2	C,universal	5		
sse_logical	instruction	bool	bool,bool	OR_bool		4	4	$$arg1 | $$arg2	C,universal	5		
sse_logical	instruction	bool	bool,bool	OR_bool		8	8	$$arg1 | $$arg2	C,universal	5		
sse_logical	instruction	bool	bool,bool	OR_bool		16	16	$$arg1 | $$arg2	C,universal	5		
sse_logical	instruction	bool	bool,bool	OR_bool		32	32	$$arg1 | $$arg2	C,universal	5		
sse_logical	instruction	bool	bool,bool	OR_bool		64	64	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
sse_logical	instruction	bool	bool,bool	OR_bool		128	128	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
arithmetic_bin	instruction	int16_t	int16_t,int16_t	OR_int16_t		1	1	$$arg1 | $$arg2	C,universal	10		
sse_arithmetic_bin	instruction	int16_t	int16_t,int16_t	OR_int16_t		8	8	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
sse_arithmetic_bin	instruction	int16_t	int16_t,int16_t	OR_int16_t		4	4	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
sse_arithmetic_bin	instruction	int16_t	int16_t,int16_t	OR_int16_t		2	2	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
arithmetic_bin	instruction	int32_t	int32_t,int32_t	OR_int32_t		1	1	$$arg1 | $$arg2	C,universal	10		
sse_arithmetic_bin	instruction	int32_t	int32_t,int32_t	OR_int32_t		4	4	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
sse_arithmetic_bin	instruction	int32_t	int32_t,int32_t	OR_int32_t		2	2	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
arithmetic_bin	instruction	int64_t	int64_t,int64_t	OR_int64_t		1	1	$$arg1 | $$arg2	C,universal	10		
sse_arithmetic_bin	instruction	int64_t	int64_t,int64_t	OR_int64_t		2	2	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
arithmetic_bin	instruction	int8_t	int8_t,int8_t	OR_int8_t		1	1	$$arg1 | $$arg2	C,universal	10		
sse_arithmetic_bin	instruction	int8_t	int8_t,int8_t	OR_int8_t		16	16	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
sse_arithmetic_bin	instruction	int8_t	int8_t,int8_t	OR_int8_t		8	8	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
sse_arithmetic_bin	instruction	int8_t	int8_t,int8_t	OR_int8_t		4	4	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
sse_arithmetic_bin	instruction	int8_t	int8_t,int8_t	OR_int8_t		2	2	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
logical	instruction	ssebool	ssebool,ssebool	OR_ssebool		1	1	$$arg1 | $$arg1	C,universal	10		
sse_logical	instruction	ssebool	ssebool,ssebool	OR_ssebool		2	2	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
sse_logical	instruction	ssebool	ssebool,ssebool	OR_ssebool		4	4	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
sse_logical	instruction	ssebool	ssebool,ssebool	OR_ssebool		8	8	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
sse_logical	instruction	ssebool	ssebool,ssebool	OR_ssebool		16	16	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
arithmetic_bin	instruction	uint16_t	uint16_t,uint16_t	OR_uint16_t		1	1	$$arg1 | $$arg2	C,universal	10		
sse_arithmetic_bin	instruction	uint16_t	uint16_t,uint16_t	OR_uint16_t		8	8	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
sse_arithmetic_bin	instruction	uint16_t	uint16_t,uint16_t	OR_uint16_t		4	4	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
sse_arithmetic_bin	instruction	uint16_t	uint16_t,uint16_t	OR_uint16_t		2	2	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
arithmetic_bin	instruction	uint32_t	uint32_t,uint32_t	OR_uint32_t		1	1	$$arg1 | $$arg2	C,universal	10		
sse_arithmetic_bin	instruction	uint32_t	uint32_t,uint32_t	OR_uint32_t		4	4	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
sse_arithmetic_bin	instruction	uint32_t	uint32_t,uint32_t	OR_uint32_t		2	2	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
arithmetic_bin	instruction	uint64_t	uint64_t,uint64_t	OR_uint64_t		1	1	$$arg1 | $$arg2	C,universal	10		
sse_arithmetic_bin	instruction	uint64_t	uint64_t,uint64_t	OR_uint64_t		2	2	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
arithmetic_bin	instruction	uint8_t	uint8_t,uint8_t	OR_uint8_t		1	1	$$arg1 | $$arg2	C,universal	10		
sse_arithmetic_bin	instruction	uint8_t	uint8_t,uint8_t	OR_uint8_t		16	16	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
sse_arithmetic_bin	instruction	uint8_t	uint8_t,uint8_t	OR_uint8_t		8	8	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
sse_arithmetic_bin	instruction	uint8_t	uint8_t,uint8_t	OR_uint8_t		4	4	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
sse_arithmetic_bin	instruction	uint8_t	uint8_t,uint8_t	OR_uint8_t		2	2	_mm_or_si128($$arg1,$$arg2)	sse,universal	5		
arithmetic_bin	instruction	int16_t	int16_t,int16_t	RSF_int16_t		1	1	$$arg1 >> $$arg2	C,universal	10		
arithmetic_bin	instruction	int32_t	int32_t,int32_t	RSF_int32_t		1	1	$$arg1 >> $$arg2	C,universal	10		
arithmetic_bin	instruction	int64_t	int64_t,int64_t	RSF_int64_t		1	1	$$arg1 >> $$arg2	C,universal	10		
arithmetic_bin	instruction	int8_t	int8_t,int8_t	RSF_int8_t		1	1	$$arg1 >> $$arg2	C,universal	10		
arithmetic_bin	instruction	uint16_t	uint16_t,uint16_t	RSF_uint16_t		1	1	$$arg1 >> $$arg2	C,universal	10		
arithmetic_bin	instruction	uint32_t	uint32_t,uint32_t	RSF_uint32_t		1	1	$$arg1 >> $$arg2	C,universal	10		
arithmetic_bin	instruction	uint64_t	uint64_t,uint64_t	RSF_uint64_t		1	1	$$arg1 >> $$arg2	C,universal	10		
arithmetic_bin	instruction	uint8_t	uint8_t,uint8_t	RSF_uint8_t		1	1	$$arg1 >> $$arg2	C,universal	10		
IO	instruction	bool	bool	ST_bool	output	1	1	$$output = $$arg1	C,universal	10		
sse_IO	instruction	bool	bool	ST_bool_byte	output	1	1	$$output = $$arg1	C,universal	10		
sse_IO	instruction	bool	bool	ST_bool_vector	output	1	1	store_bool($$outputg,$$arg1)	C,universal	10		
sse_IO	instruction	bool	bool	ST_bool_vector	output	32	32	$$output = $$arg1	C,universal	10		
sse_IO	instruction	bool	bool	ST_bool_vector	output	128	128	_mm_storeu_si128((__m128i*)&$$output,$$arg1)	sse,unalignedio	11		
sse_IO	instruction	bool	bool	ST_bool_vector	output	128	128	_mm_store_si128((__m128i*)&$$output,$$arg1)	sse,alignedio,shiftedio	10		
IO	instruction	double	double	ST_double	output	1	1	$$output = $$arg1	C,universal	10		
sse_IO	instruction	double	double	ST_double	output	2	2	_mm_storeu_pd(&$$output,(__m128d)$$arg1)	sse,unalignedio	11		
sse_IO	instruction	double	double	ST_double	output	2	2	_mm_store_pd(&$$output,(__m128d)$$arg1)	sse,alignedio,shiftedio	10		
IO	instruction	float	float	ST_float	output	1	1	$$output = $$arg1	C,universal	10		
sse_IO	instruction	float	float	ST_float	output	4	4	_mm_storeu_ps(&$$output,(__m128)$$arg1)	sse,unalignedio	11		
sse_IO	instruction	float	float	ST_float	output	4	4	_mm_store_ps(&$$output,(__m128)$$arg1)	sse,alignedio,shiftedio	10		
IO	instruction	int16_t	int16_t	ST_int16_t	output	1	1	$$output = $$arg1	C,universal	10		
sse_IO	instruction	int16_t	int16_t	ST_int16_t	output	8	8	_mm_storeu_si128((__m128i*)&$$output,$$arg1)	sse,unalignedio	11		
sse_IO	instruction	int16_t	int16_t	ST_int16_t	output	8	8	_mm_store_si128((__m128i*)&$$output,$$arg1)	sse,alignedio,shiftedio	10		
IO	instruction	int32_t	int32_t	ST_int32_t	output	1	1	$$output = $$arg1	C,universal	10		
sse_IO	instruction	int32_t	int32_t	ST_int32_t	output	4	4	_mm_storeu_si128((__m128i*)&$$output,$$arg1)	sse,unalignedio	11		
sse_IO	instruction	int32_t	int32_t	ST_int32_t	output	4	4	_mm_store_si128((__m128i*)&$$output,$$arg1)	sse,alignedio,shiftedio	10		
IO	instruction	int64_t	int64_t	ST_int64_t	output	1	1	$$output = $$arg1	C,universal	10		
sse_IO	instruction	int64_t	int64_t	ST_int64_t	output	2	2	_mm_storeu_si128((__m128i*)&$$output,$$arg1)	sse,unalignedio	11		
sse_IO	instruction	int64_t	int64_t	ST_int64_t	output	2	2	_mm_store_si128((__m128i*)&$$output,$$arg1)	sse,alignedio,shiftedio	10		
IO	instruction	int8_t	int8_t	ST_int8_t	output	1	1	$$output = $$arg1	C,universal	10		
sse_IO	instruction	int8_t	int8_t	ST_int8_t	output	16	16	_mm_storeu_si128((__m128i*)&$$output,$$arg1)	sse,unalignedio	11		
sse_IO	instruction	int8_t	int8_t	ST_int8_t	output	16	16	_mm_store_si128((__m128i*)&$$output,$$arg1)	sse,alignedio,shiftedio	10		
sse_IO	instruction	ssebool	ssebool	ST_ssebool_byte	output	1	1	$$output = $$arg1	C,universal	10		
sse_IO	instruction	ssebool	ssebool	ST_ssebool_byte	output	16	16	_mm_storeu_si128((__m128i*)&$$output,$$arg1)	sse,unalignedio	11		
sse_IO	instruction	ssebool	ssebool	ST_ssebool_byte	output	16	16	_mm_store_si128((__m128i*)&$$output,$$arg1)	sse,alignedio,shiftedio	10		
IO	instruction	uint16_t	uint16_t	ST_uint16_t	output	1	1	$$output = $$arg1	C,universal	10		
sse_IO	instruction	uint16_t	uint16_t	ST_uint16_t	output	8	8	_mm_storeu_si128((__m128i*)&$$output,$$arg1)	sse,unalignedio	11		
sse_IO	instruction	uint16_t	uint16_t	ST_uint16_t	output	8	8	_mm_store_si128((__m128i*)&$$output,$$arg1)	sse,alignedio,shiftedio	10		
IO	instruction	uint32_t	uint32_t	ST_uint32_t	output	1	1	$$output = $$arg1	C,universal	10		
sse_IO	instruction	uint32_t	uint32_t	ST_uint32_t	output	4	4	_mm_storeu_si128((__m128i*)&$$output,$$arg1)	sse,unalignedio	11		
sse_IO	instruction	uint32_t	uint32_t	ST_uint32_t	output	4	4	_mm_store_si128((__m128i*)&$$output,$$arg1)	sse,alignedio,shiftedio	10		
IO	instruction	uint64_t	uint64_t	ST_uint64_t	output	1	1	$$output = $$arg1	C,universal	10		
sse_IO	instruction	uint64_t	uint64_t	ST_uint64_t	output	2	2	_mm_storeu_si128((__m128i*)&$$output,$$arg1)	sse,unalignedio	11		
sse_IO	instruction	uint64_t	uint64_t	ST_uint64_t	output	2	2	_mm_store_si128((__m128i*)&$$output,$$arg1)	sse,alignedio,shiftedio	10		
IO	instruction	uint8_t	uint8_t	ST_uint8_t	output	1	1	$$output = $$arg1	C,universal	10		
sse_IO	instruction	uint8_t	uint8_t	ST_uint8_t	output	16	16	_mm_storeu_si128((__m128i*)&$$output,$$arg1)	sse,unalignedio	11		
sse_IO	instruction	uint8_t	uint8_t	ST_uint8_t	output	16	16	_mm_store_si128((__m128i*)&$$output,$$arg1)	sse,alignedio,shiftedio	10		
arithetic_std	instruction	double	double,double	SUB_double		1	1	$$arg1 - $$arg2	C,universal	10		
sse_arithetic_std	instruction	double	double,double	SUB_double		2	2	_mm_sub_pd($$arg1,$$arg2)	sse,universal	10		
arithetic_std	instruction	float	float,float	SUB_float		1	1	$$arg1 - $$arg2	C,universal	10		
sse_arithetic_std	instruction	float	float,float	SUB_float		4	4	_mm_sub_ps($$arg1,$$arg2)	sse,universal	10		
sse_arithetic_std	instruction	float	float,float	SUB_float		2	2	_mm_sub_ps($$arg1,$$arg2)	sse,universal	10		
arithetic_std	instruction	int16_t	int16_t,int16_t	SUB_int16_t		1	1	$$arg1 - $$arg2	C,universal	10		
sse_arithetic_std	instruction	int16_t	int16_t,int16_t	SUB_int16_t		8	8	_mm_sub_epi16($$arg1,$$arg2)	sse,universal	10		
sse_arithetic_std	instruction	int16_t	int16_t,int16_t	SUB_int16_t		4	4	_mm_sub_epi16($$arg1,$$arg2)	sse,universal	10		
sse_arithetic_std	instruction	int16_t	int16_t,int16_t	SUB_int16_t		2	2	_mm_sub_epi16($$arg1,$$arg2)	sse,universal	10		
arithetic_std	instruction	int32_t	int32_t,int32_t	SUB_int32_t		1	1	$$arg1 - $$arg2	C,universal	10		
sse_arithetic_std	instruction	int32_t	int32_t,int32_t	SUB_int32_t		4	4	_mm_sub_epi32($$arg1,$$arg2)	sse,universal	10		
sse_arithetic_std	instruction	int32_t	int32_t,int32_t	SUB_int32_t		2	2	_mm_sub_epi32($$arg1,$$arg2)	sse,universal	10		
arithetic_std	instruction	int64_t	int64_t,int64_t	SUB_int64_t		1	1	$$arg1 - $$arg2	C,universal	10		
sse_arithetic_std	instruction	int64_t	int64_t,int64_t	SUB_int64_t		2	2	_mm_sub_epi64($$arg1,$$arg2)	sse,universal	10		
arithetic_std	instruction	int8_t	int8_t,int8_t	SUB_int8_t		1	1	$$arg1 - $$arg2	C,universal	10		
sse_arithetic_std	instruction	int8_t	int8_t,int8_t	SUB_int8_t		16	16	_mm_sub_epi8($$arg1,$$arg2)	sse,universal	10		
sse_arithetic_std	instruction	int8_t	int8_t,int8_t	SUB_int8_t		8	8	_mm_sub_epi8($$arg1,$$arg2)	sse,universal	10		
sse_arithetic_std	instruction	int8_t	int8_t,int8_t	SUB_int8_t		4	4	_mm_sub_epi8($$arg1,$$arg2)	sse,universal	10		
sse_arithetic_std	instruction	int8_t	int8_t,int8_t	SUB_int8_t		2	2	_mm_sub_epi8($$arg1,$$arg2)	sse,universal	10		
arithetic_std	instruction	uint16_t	uint16_t,uint16_t	SUB_uint16_t		1	1	$$arg1 - $$arg2	C,universal	10		
